date_id,category,forecast_revenue,forecast_lower,forecast_upper
2023-02-03,Apparel,502479.8966282358,292635.56264744274,722180.6407482454
2023-02-04,Apparel,897643.136802372,672393.1586525865,1101805.3870681014
2023-02-05,Apparel,898893.6578153222,672001.9548746857,1127167.9352681665
2023-02-06,Apparel,471187.77573342086,268457.46089734667,685278.4386224911
2023-02-07,Apparel,475928.9575266843,270118.9411389594,686707.7618030749
2023-02-08,Apparel,455194.06321259274,249807.1525626148,680428.9309069685
2023-02-09,Apparel,447715.73440467316,235504.04249222123,665234.9288961209
2023-02-10,Apparel,437254.4339766058,237771.79090108417,670412.3471882491
2023-02-11,Apparel,832854.0445680968,629327.9950887349,1043312.837920657
2023-02-12,Apparel,836855.860482238,631153.0838201552,1057453.3060392453
2023-02-13,Apparel,414308.1804340745,216323.2756570524,642153.6495599116
2023-02-14,Apparel,426646.3818805,208974.8695400417,626591.4312582591
2023-02-15,Apparel,415917.6435443094,200490.20237950032,621439.0440026862
2023-02-16,Apparel,420761.6404429063,210522.65657708657,630747.4117903793
2023-02-17,Apparel,424783.66837072023,206710.13355085894,640876.6877543319
2023-02-18,Apparel,836812.5599082118,614517.4903940527,1046796.0890803086
2023-02-19,Apparel,858919.6056666527,639385.1444555705,1068355.9297389158
2023-02-20,Apparel,455832.9977595044,252943.93878413626,685331.3608989597
2023-02-21,Apparel,488625.0067158835,274891.80174145394,703656.2403860877
2023-02-22,Apparel,498946.11241328955,259798.1366546365,708106.1978515732
2023-02-23,Apparel,525014.29996238,310135.2548318694,745565.5420130023
2023-02-24,Apparel,549998.6395885254,340382.1049678771,777581.7252893973
2023-02-25,Apparel,982287.7008499816,784087.0271584133,1197810.2694724216
2023-02-26,Apparel,1023520.1595157406,807102.5757804842,1227803.75635512
2023-02-27,Apparel,638009.2273440332,418793.2323191417,852973.9279872351
2023-02-28,Apparel,686440.2940936389,459387.25944509136,901795.9129765116
2023-03-01,Apparel,710115.9526029354,485542.81303942227,925649.1819912802
2023-03-02,Apparel,746953.4510982877,511271.99614013894,965938.871172982
2023-03-03,Apparel,779876.354635171,565745.0291085314,981316.1290717492
2023-03-04,Apparel,1217089.2071155617,1011326.3016998593,1440416.9377173076
2023-03-05,Apparel,1260113.8024812187,1045033.551473018,1467585.8341230405
2023-03-06,Apparel,873215.961533224,658834.8407954673,1084170.3033336047
2023-03-07,Apparel,917104.5815579102,699800.5543989103,1135302.887184914
2023-03-08,Apparel,933177.3177454103,729068.9256494747,1142566.3411384588
2023-03-09,Apparel,959515.0443887959,748166.7921285711,1176450.9269043494
2023-03-10,Apparel,979269.837669988,767643.3612513216,1187852.2530105617
2023-03-11,Apparel,1400933.8261901217,1186378.3181306822,1607020.5750192432
2023-03-12,Apparel,1426369.0905989693,1222318.7596384266,1647354.7506788967
2023-03-13,Apparel,1020225.0974131116,810100.2111538538,1254453.530512383
2023-03-14,Apparel,1043628.1254174751,817656.8107808604,1251094.2853520475
2023-03-15,Apparel,1038417.5274459121,830915.7570523426,1263446.3718910892
2023-03-16,Apparel,1043128.3494478667,837160.6481003875,1268468.723451366
2023-03-17,Apparel,1041368.2453834495,830024.5218416164,1250276.4750669734
2023-03-18,Apparel,1442074.786178749,1240643.4142128269,1653220.8619435
2023-03-19,Apparel,1447535.0691825983,1236343.5772886227,1667013.9821588339
2023-03-20,Apparel,1022791.8052062144,810976.1625782565,1257152.8466415782
2023-03-21,Apparel,1029323.0841961709,807517.6599797936,1242648.384707903
2023-03-22,Apparel,1009271.1445259171,802123.6555797515,1231297.6058272843
2023-03-23,Apparel,1001416.987095752,794231.4586063146,1202243.9953252722
2023-03-24,Apparel,989551.8634841366,775138.8948710356,1204200.5944430178
2023-03-25,Apparel,1382730.334096204,1166362.3351826763,1588478.9874640142
2023-03-26,Apparel,1383288.329418804,1164640.264880186,1589743.8290798853
2023-03-27,Apparel,956247.8466072228,763150.2925078296,1160092.840148819
2023-03-28,Apparel,962997.9563080972,742910.9297333353,1172798.716070212
2023-03-29,Apparel,945527.6337091589,731090.4813380133,1159586.624734542
2023-03-30,Apparel,942404.2646263958,726426.223902622,1162710.0571433154
2023-03-31,Apparel,937151.6291453735,747601.6918098384,1171547.932948435
2023-04-01,Apparel,1338510.339734041,1112717.3479886188,1548042.0507815185
2023-04-02,Apparel,1348465.3863564183,1126333.5388368997,1575145.0355225217
2023-04-03,Apparel,931659.5863771399,716037.9120770775,1131019.509111564
2023-04-04,Apparel,949084.824012271,734532.1702939611,1157431.991237945
2023-04-05,Apparel,942326.5507380576,720570.0481817968,1157429.912952371
2023-04-06,Apparel,949552.2143709091,755376.036210537,1159935.0971754054
2023-04-07,Apparel,953900.0433367376,746667.1389472454,1161856.4472042832
2023-04-08,Apparel,1363749.34235356,1148955.6749617162,1575202.7088639976
2023-04-09,Apparel,1380758.1195774772,1163535.8368974503,1591862.773147588
2023-04-10,Apparel,969284.0077528337,763761.823959937,1182979.1314324627
2023-04-11,Apparel,990082.6235853571,767218.3783337047,1189359.7735834136
2023-04-12,Apparel,984558.8928204133,768508.2929527578,1214200.2280708794
2023-04-13,Apparel,990758.9699360387,753232.147542393,1208113.3087012162
2023-04-14,Apparel,991761.988831897,770643.7862744421,1221236.824020384
2023-04-15,Apparel,1395951.201916784,1184394.0709193319,1601630.0775253712
2023-04-16,Apparel,1405051.746799398,1203036.7387652686,1620720.9767733933
2023-04-17,Apparel,983548.4419786452,775525.2533366948,1210428.5740074103
2023-04-18,Apparel,992380.3042774172,775086.3748519456,1215262.0549949892
2023-04-19,Apparel,973187.667587779,772905.2665962487,1186340.7043041885
2023-04-20,Apparel,964296.7873356922,756468.7647411152,1172355.50286877
2023-04-21,Apparel,949104.262490322,744137.6376673047,1149580.3692730626
2023-04-22,Apparel,1336339.5017213258,1111888.6704856884,1553167.8869924047
2023-04-23,Apparel,1328094.1365025633,1109298.946941182,1530122.429538027
2023-04-24,Apparel,889229.4342082461,667862.3607809171,1105874.095616047
2023-04-25,Apparel,881061.1305023836,671996.2511589976,1098117.5842645976
2023-04-26,Apparel,845598.049734024,639320.5736327498,1054685.043992569
2023-04-27,Apparel,821516.7457400894,609886.1323076116,1023965.9396821453
2023-04-28,Apparel,792537.6382380872,580143.195783195,1011724.6024530573
2023-04-29,Apparel,1167679.5412748326,957021.2287877568,1383431.638041218
2023-04-30,Apparel,1149283.1052957643,917400.8622906903,1367527.9331225401
2023-05-01,Apparel,702411.7880176307,478608.94227029616,921192.9169138701
2023-05-02,Apparel,688532.3703584359,465334.14756658726,900669.0829892415
2023-05-03,Apparel,649751.7080986449,436895.12732096337,862419.8062339404
2023-05-04,Apparel,624789.1007045261,397753.1150139869,842799.9288172973
2023-05-05,Apparel,597352.6717615533,396257.96333571675,813597.075907974
2023-05-06,Apparel,976395.083443643,769941.5551446349,1194068.6649810274
2023-05-07,Apparel,964140.4695244925,740549.3959733762,1169519.2907279804
2023-05-08,Apparel,525488.5035082817,300097.8399716787,747395.2074494658
2023-05-09,Apparel,521699.95672126516,292986.7993633926,726226.5812743274
2023-05-10,Apparel,494640.51022964343,276140.1485890035,707516.0128732712
2023-05-11,Apparel,482759.11853172473,260216.35260106646,710711.4548309859
2023-05-12,Apparel,469472.0287553694,245672.564284161,694562.6117182235
2023-05-13,Apparel,863426.0217292801,645663.3609704592,1088574.9224525632
2023-05-14,Apparel,866533.9729305651,644711.6879396591,1080198.2452706993
2023-05-15,Apparel,443385.8380669916,226987.5933629642,667418.814460475
2023-05-16,Apparel,454941.6818797541,242948.2952894843,672464.0309759226
2023-05-17,Apparel,442783.55324306345,230878.48305851308,653105.8534699035
2023-05-18,Apparel,445099.42635445687,222911.54870940003,660287.343123837
2023-05-19,Apparel,445073.06639894674,246138.99312592982,661175.5026942252
2023-05-20,Apparel,851151.712866442,624641.6243792244,1068142.3575222702
2023-05-21,Apparel,865086.0071497116,650897.0733862801,1077349.8334435748
2023-05-22,Apparel,451342.6079423823,237343.28590835398,675653.6853214462
2023-05-23,Apparel,470798.5472246718,272279.3325769427,672943.4172136617
2023-05-24,Apparel,464994.3587289335,251352.03325134557,682540.8372485247
2023-05-25,Apparel,472116.33462733973,247975.52558261668,686461.5851489219
2023-05-26,Apparel,475384.7323914108,254286.9404683059,711314.7100998814
2023-05-27,Apparel,883318.3708840789,679861.719762468,1094879.9462678458
2023-05-28,Apparel,897771.5819989697,684122.7036836033,1119282.659415919
2023-05-29,Apparel,483341.50261075335,263198.6779915307,691089.0346780758
2023-05-30,Apparel,501057.3769935695,291049.97701379604,713174.6978687667
2023-05-31,Apparel,492629.2965931203,292500.6486525926,701273.4998816259
2023-06-01,Apparel,496424.0058258454,288599.008477738,716427.2075484197
2023-06-02,Apparel,495847.6696266231,279120.56112824683,722613.727887758
2023-06-03,Apparel,899604.6657262916,688735.1535760295,1124951.9302505816
2023-06-04,Apparel,909729.9528312015,702891.5702512803,1110353.4989831292
2023-06-05,Apparel,490990.55226556695,269348.69178709656,696420.4980469318
2023-06-06,Apparel,504570.4090937725,311350.17100307567,711476.1356538218
2023-06-07,Apparel,492316.4013666691,292044.4799848654,701819.165794858
2023-06-08,Apparel,492710.31649586745,280447.7674069257,714389.1887083256
2023-06-09,Apparel,489249.65544515307,268078.92000263993,713760.150718918
2023-06-10,Apparel,890704.820664305,685966.9704939199,1116054.4364851748
2023-06-11,Apparel,899151.6739984036,678602.6349178451,1099252.1555437527
2023-06-12,Apparel,479372.39430988487,240807.95380256049,679531.4516100086
2023-06-13,Apparel,492541.32671164605,273880.3635062695,715524.4874839267
2023-06-14,Apparel,480473.7592581248,269220.32652377844,707875.5919743147
2023-06-15,Apparel,481599.47097298043,263155.9487028045,684143.814539624
2023-06-16,Apparel,479346.71242696536,275055.8668409587,704085.8926315733
2023-06-17,Apparel,882402.5205829189,665850.1679819381,1104890.47033297
2023-06-18,Apparel,892749.6550876435,672129.8931613473,1113669.2845856284
2023-06-19,Apparel,475070.3715733019,262034.39148068658,682365.9282528356
2023-06-20,Apparel,490436.0561194128,270052.2557852508,704746.9069579047
2023-06-21,Apparel,480560.7629833015,269335.92692608025,697264.1820895376
2023-06-22,Apparel,483777.4932868387,266750.2951108956,703880.3900218501
2023-06-23,Apparel,483425.66334470734,265135.15553617803,686705.3963846713
2023-06-24,Apparel,888114.0316456634,678490.3889608254,1099111.9290703272
2023-06-25,Apparel,899760.7162954344,685247.7260407801,1112923.8984184447
2023-06-26,Apparel,482997.8734990054,263833.6201420301,693312.9259511831
2023-06-27,Apparel,498862.4817977611,289000.0826807023,708358.2216568309
2023-06-28,Apparel,489051.48760356003,267078.8867120088,691136.4015903847
2023-06-29,Apparel,491897.2638375546,276512.5409103657,695601.8322729114
2023-06-30,Apparel,490754.74785521394,266564.4476852828,696241.543298414
2023-07-01,Apparel,894263.0299659926,688244.8149580521,1098288.987266051
2023-07-02,Apparel,904384.5046985252,688155.1748890855,1130998.3936098581
2023-07-03,Apparel,485806.6422031464,269252.6495291064,704553.0198876404
2023-07-04,Apparel,499630.36890037183,271776.758958873,718648.0888585083
2023-07-05,Apparel,487623.63819140807,272397.770987438,695962.2403820464
2023-07-06,Apparel,488193.35371268087,289992.0624135211,700190.1742006319
2023-07-07,Apparel,484770.0071016309,268410.85137320304,701196.0153619313
2023-07-08,Apparel,886066.3617147418,675692.1452519372,1106765.8372249561
2023-07-09,Apparel,894114.8107464697,675604.9069047435,1103417.0180852334
2023-07-10,Apparel,473665.96738391067,260698.20192413137,697754.8969139882
2023-07-11,Apparel,485875.0111184086,287294.4391043896,720666.3632570371
2023-07-12,Apparel,472554.6641344578,244309.44095411216,684444.7766108437
2023-07-13,Apparel,472145.12053894746,255775.1158258946,689962.781707599
2023-07-14,Apparel,468098.21489956375,249034.01283752272,669113.2059213702
2023-07-15,Apparel,869135.636834616,641797.3087652317,1075790.9635707291
2023-07-16,Apparel,877287.2370748818,649959.3848793523,1101584.1063147073
2023-07-17,Apparel,457289.3780541678,240694.26125173667,673886.1428626168
2023-07-18,Apparel,470272.27428258874,252326.04836409318,690112.8539649833
2023-07-19,Apparel,458015.37736451963,238423.6315732633,663610.837143217
2023-07-20,Apparel,458918.179586753,233754.09273307264,669228.3810841143
2023-07-21,Apparel,456386.54285527155,236269.3881276898,674195.8804284314
2023-07-22,Apparel,859092.7425383871,633811.0179192288,1074928.4564896834
2023-07-23,Apparel,869016.6093289331,642464.1582069551,1076993.9850759017
2023-07-24,Apparel,450845.05401579774,245256.28147818192,659108.7964821642
2023-07-25,Apparel,465661.29660191166,251883.94559548656,687840.0220309288
2023-07-26,Apparel,455203.0100031378,241106.53468207328,668340.1563513575
2023-07-27,Apparel,457833.7983932793,233256.9548083234,649760.2842099267
2023-07-28,Apparel,456930.95266319846,246964.51995246334,684190.3476318686
2023-07-29,Apparel,861146.0905576863,649068.4522279523,1059731.02390859
2023-07-30,Apparel,872447.4559320853,650393.8257010995,1090076.6137232638
2023-07-31,Apparel,455518.56399166177,239043.3150191387,665210.3225639106
2023-08-01,Apparel,471446.9740892554,243392.26234768375,675955.4830793896
2023-08-02,Apparel,461982.6507344309,243507.42574907557,680470.8300404595
2023-08-03,Apparel,465507.4808693904,246549.74270007643,681635.5682289241
2023-08-04,Apparel,465421.8324813719,244878.46348926952,684510.9968538521
2023-08-05,Apparel,870403.2855868,644554.6140047665,1079576.3663804876
2023-08-06,Apparel,882447.802152768,687899.3851235233,1110265.637119449
2023-08-07,Apparel,466265.52162189555,245762.2816932705,684071.6957913714
2023-08-08,Apparel,482967.5047226238,255030.8775773502,693564.4229509921
2023-08-09,Apparel,474323.20249770314,258072.05153714019,684448.4424336411
2023-08-10,Apparel,478727.4269039951,275781.5898261213,700695.2701119888
2023-08-11,Apparel,479585.67584086745,276677.0064460695,687009.5498690312
2023-08-12,Apparel,885571.4847110375,668676.4647224419,1090482.1542917746
2023-08-13,Apparel,898667.5519891082,683731.8539683312,1125117.7980657776
2023-08-14,Apparel,483560.299650923,277864.63923676126,689460.0465800269
2023-08-15,Apparel,501326.67794275586,278437.0480603265,725753.3403787006
2023-08-16,Apparel,493693.24132364825,294648.49991730234,703700.1183143434
2023-08-17,Apparel,499003.3948196231,287820.22721006407,717705.6008728562
2023-08-18,Apparel,500604.53079206607,284248.14119385264,719830.1056802545
2023-08-19,Apparel,907107.1585695356,680627.8361493651,1126684.824740343
2023-08-20,Apparel,920429.137630905,705482.054039315,1141954.2402225633
2023-08-21,Apparel,505192.0280952515,282448.04233810725,703973.552105979
2023-08-22,Apparel,522410.73453427776,335372.41342057,742935.2392132253
2023-08-23,Apparel,513756.6046786668,313743.45543681236,726916.0643465327
2023-08-24,Apparel,517526.8992714821,307513.1482217235,733747.4305218037
2023-08-25,Apparel,517035.1274465398,305109.0480400951,727176.1583141139
2023-08-26,Apparel,920872.7043222538,711334.0700683444,1139728.4445518511
2023-08-27,Apparel,930956.3483183251,717989.5136790847,1154291.0695760774
2023-08-28,Apparel,511925.5505139331,291218.7289782418,723064.0470873164
2023-08-29,Apparel,524833.6532217194,304621.72500334575,734431.4235044762
2023-08-30,Apparel,511412.8236079311,292169.7945103846,748425.3069104829
2023-08-31,Apparel,510042.94600492035,305793.14950062893,716293.0495716868
2023-09-01,Apparel,504141.71328059933,287100.6425181246,723659.5442579647
2023-09-02,Apparel,902424.8634183286,701592.110479697,1125130.2847149295
2023-09-03,Apparel,906952.2754473255,668577.4934758488,1119963.7746937068
2023-09-04,Apparel,482521.93894352106,273515.6813521676,685245.4543013313
2023-09-05,Apparel,490357.65389979485,255718.00429197747,688717.2337433709
2023-09-06,Apparel,472370.9073950065,265825.1511487912,682496.3763707537
2023-09-07,Apparel,467124.55866039766,264217.5133231677,691435.0617747766
2023-09-08,Apparel,458218.2646242206,249193.75294694392,679643.8935557853
2023-09-09,Apparel,854543.3667077358,636448.8668882301,1061796.5597442226
2023-09-10,Apparel,858324.3138648252,634579.8495839685,1080309.2128169038
2023-09-11,Apparel,434506.58741042024,222687.6559456197,660843.5980592554
2023-09-12,Apparel,444439.2350004951,243785.1393432281,657593.0475756319
2023-09-13,Apparel,430132.8160982392,209452.3515125148,639953.2099084259
2023-09-14,Apparel,430218.0876845492,198113.2916869225,645041.0812916209
2023-09-15,Apparel,428327.9722702153,216375.217087536,633387.596605765
2023-09-16,Apparel,833349.3526698676,617711.1197742271,1042519.5314118284
2023-09-17,Apparel,847463.094409845,625719.4336790999,1057000.5770593055
2023-09-18,Apparel,435530.1549845082,232839.95228475743,659194.9127243337
2023-09-19,Apparel,458774.0498444275,246908.14946312355,667033.992601167
2023-09-20,Apparel,459040.71648092166,244688.14383425566,661911.7905964684
2023-09-21,Apparel,474758.6599497653,252827.99984065004,688341.1485289813
2023-09-22,Apparel,489324.3667887051,278731.67084240564,719632.0622270155
2023-09-23,Apparel,911358.1725630101,690866.8568637173,1111933.2563280275
2023-09-24,Apparel,942750.1204060293,729130.7426514304,1161190.8035590767
2023-09-25,Apparel,548051.3212820448,319292.8313294585,756686.3149679593
2023-09-26,Apparel,588163.1407941227,363400.36259364954,788103.8721333946
2023-09-27,Apparel,604605.1519281681,381421.63630504534,800538.8115080222
2023-09-28,Apparel,635482.2270684248,421869.31099964835,848959.1974264146
2023-09-29,Apparel,663877.9514283863,416420.33974609163,879874.5064581982
2023-09-30,Apparel,1098118.0814570126,895755.5153912844,1327163.55567649
2023-10-01,Apparel,1139824.455832973,922545.79020473,1355556.6133333885
2023-10-02,Apparel,753312.7602766115,543464.3398036208,958747.5548727621
2023-10-03,Apparel,799288.0631499761,580939.3841478196,1023893.5533085344
2023-10-04,Apparel,819119.0836634219,594930.3636265867,1041328.1011982308
2023-10-05,Apparel,850809.2392044893,631972.4984021534,1058964.746023165
2023-10-06,Apparel,877393.6632753644,672965.8449035385,1091136.0615813304
2023-10-07,Apparel,1307204.6612586037,1089151.3062714476,1524556.7949778452
2023-10-08,Apparel,1341926.984440588,1134603.04115301,1546284.002001286
2023-10-09,Apparel,945994.3567434397,734262.8324534419,1163923.4468499634
2023-10-10,Apparel,980282.9854116589,763701.0919636313,1204363.22459263
2023-10-11,Apparel,986383.2162023352,778017.757870659,1213028.3025889785
2023-10-12,Apparel,1002565.3006716858,772671.8924932244,1225238.1745886842
2023-10-13,Apparel,1012170.716203414,794695.0428105895,1219172.0201810112
2023-10-14,Apparel,1423870.4990779425,1228561.7049490311,1630897.6447739343
2023-10-15,Apparel,1439713.1924758714,1219454.430904837,1638558.7333686668
2023-10-16,Apparel,1024512.1180761921,823030.6534309206,1231464.6987448763
2023-10-17,Apparel,1039529.7430684082,825303.7590969157,1254750.7992830933
2023-10-18,Apparel,1026740.7071319894,805890.03402631,1237581.2564657663
2023-10-19,Apparel,1024787.5760798875,809651.7114711528,1235702.1039257604
2023-10-20,Apparel,1017363.1575175357,789320.3211829753,1212203.157447049
2023-10-21,Apparel,1413459.9405403198,1191453.880742896,1626743.853826703
2023-10-22,Apparel,1415410.5502804571,1203823.4756708122,1616822.373181546
2023-10-23,Apparel,988267.2262560801,772245.6484939246,1212334.9310295943
2023-10-24,Apparel,993480.1173542948,769053.0950565987,1217122.9010195015
2023-10-25,Apparel,973156.2978513143,751826.0871365306,1182681.8076087139
2023-10-26,Apparel,966011.5658646959,740830.4618203173,1191338.356790022
2023-10-27,Apparel,955751.106300524,742701.8419296221,1176141.433020461
2023-10-28,Apparel,1351318.4992163756,1153021.1282784508,1565482.1641696673
2023-10-29,Apparel,1354938.0371505844,1143472.2854512436,1570790.9646734148
2023-10-30,Apparel,931496.4199175158,711988.8566439259,1146793.9206445217
2023-10-31,Apparel,942225.3767587879,723232.2885033183,1155809.7969712173
2023-11-01,Apparel,928967.1850635585,734342.0425128097,1133140.8687793817
2023-11-02,Apparel,930132.8630070254,722950.1743034815,1139618.6004145076
2023-11-03,Apparel,929091.0840126358,716454.5823798168,1146189.7304085384
2023-11-04,Apparel,1334425.9453565325,1115215.0139552427,1549157.3086041799
2023-11-05,Apparel,1347989.3752743767,1140453.6621437976,1553459.932713895
2023-11-06,Apparel,934292.0805683429,735163.4555714002,1149185.3736040608
2023-11-07,Apparel,954196.1449716617,745424.5335968742,1165182.4533231992
2023-11-08,Apparel,949191.1531635108,737503.1530196833,1155643.2231589034
2023-11-09,Apparel,957361.2154833537,753447.5462584547,1182279.0713923713
2023-11-10,Apparel,961782.8334670007,735644.563464845,1185969.9321909084
2023-11-11,Apparel,1370790.3633802873,1156855.3759062148,1581082.439367574
2023-11-12,Apparel,1386035.7042944655,1180098.8204024858,1596557.7738060178
2023-11-13,Apparel,971884.0153706396,760007.1338988882,1193924.7822348776
2023-11-14,Apparel,989110.2479730239,762923.4349991529,1196168.7208132125
2023-11-15,Apparel,979178.4314557837,771379.1062821889,1198018.8471842885
2023-11-16,Apparel,980208.9009299193,766839.3055355321,1189433.1464110862
2023-11-17,Apparel,975375.4368658724,775112.4210057243,1197195.7187874164
2023-11-18,Apparel,1373168.1661669458,1160224.045192064,1586410.2671236948
2023-11-19,Apparel,1375449.6554268987,1157112.392239769,1568767.11527252
2023-11-20,Apparel,946844.5506735957,737801.66510599,1159293.1817856736
2023-11-21,Apparel,948429.3609095041,746756.5733061275,1157098.5802126636
2023-11-22,Apparel,922004.3685017786,698414.2272835883,1129873.730621888
2023-11-23,Apparel,906051.5678203527,675578.3737852265,1126146.6704548583
2023-11-24,Apparel,884122.522099872,683808.5047003799,1086050.1418205774
2023-11-25,Apparel,1265091.2263774949,1039320.9474775742,1475033.8132939814
2023-11-26,Apparel,1251200.526300275,1010191.0848713401,1457420.5677067235
2023-11-27,Apparel,807441.4673555292,594992.0846595676,1013899.8222084745
2023-11-28,Apparel,795233.5585177105,579285.5023619297,1011515.4498984603
2023-11-29,Apparel,756688.2932269209,550636.2064309008,967279.1905106301
2023-11-30,Apparel,730558.7748373456,509496.46956916724,931285.8890236381
2023-12-01,Apparel,700620.8442104522,490675.868394486,914796.2386146274
2023-12-02,Apparel,1075920.2906054617,856302.7184975928,1287574.8459890268
2023-12-03,Apparel,1058815.4775512822,853983.4564900931,1265707.978179561
2023-12-04,Apparel,614353.7072420381,398556.58496396075,828893.9125625618
2023-12-05,Apparel,603950.4707413501,397613.520704502,840699.4420164913
2023-12-06,Apparel,569654.0491044292,344989.64630152885,783487.7620291876
2023-12-07,Apparel,550096.9941578403,338933.4624185324,772183.6930655363
2023-12-08,Apparel,528881.1111803558,307429.87921494787,737983.1606876499
2023-12-09,Apparel,914829.7237083489,702202.4255929393,1137681.052326704
2023-12-10,Apparel,910037.0370614717,704036.0543389738,1124559.3243550619
2023-12-11,Apparel,479251.5816421693,259699.18975647513,693153.3585687462
2023-12-12,Apparel,483563.76889784954,254484.2593882494,681448.3339447912
2023-12-13,Apparel,464680.9993203277,260507.61015190167,673937.2493536557
2023-12-14,Apparel,460884.7465410224,252583.77312210453,679492.1207438823
2023-12-15,Apparel,455428.41437968,242584.4916833857,671809.7564721798
2023-12-16,Apparel,856801.5364767319,652550.7375733377,1063591.249184209
2023-12-17,Apparel,866773.9089332412,661722.0454268758,1094692.2858554735
2023-12-18,Apparel,449800.58585565106,242456.95732048433,675306.0090327652
2023-12-19,Apparel,466728.0025022295,246962.11935391073,671980.4067842058
2023-12-20,Apparel,459043.01818650897,242542.11652329966,679520.5997716886
2023-12-21,Apparel,464861.1425243255,241905.8647871396,696356.5626146187
2023-12-22,Apparel,467317.4606829693,267678.92949653853,684323.7457311167
2023-12-23,Apparel,874841.9618730228,652514.3025417891,1085523.1268537815
2023-12-24,Apparel,889177.3069433417,675624.5401941956,1097468.482470822
2023-12-25,Apparel,474815.32863192464,266776.51184575044,671235.5749468635
2023-12-26,Apparel,492702.90914205334,284267.4352646025,694666.8743059325
2023-12-27,Apparel,484450.6404542294,264804.93652972224,696704.5083818896
2023-12-28,Apparel,488345.8870851326,283234.0399346713,702086.6656698347
2023-12-29,Apparel,487728.39779355424,281741.4783204362,725319.7365616853
2023-12-30,Apparel,891266.423574771,682545.7149620877,1092230.388349573
2023-12-31,Apparel,900939.7474361701,677665.3955352573,1114143.8069367486
2024-01-01,Apparel,481500.37990195595,266024.3352707038,686195.7995074105
2024-01-02,Apparel,494172.15310573403,288197.86686154956,711823.0390341746
2024-01-03,Apparel,480814.4028071582,264826.4397674213,684912.6366154156
2024-01-04,Apparel,479956.8425001976,269133.92661625944,704506.1280657123
2024-01-05,Apparel,475158.4892159264,243077.15816448446,686255.273172285
2024-01-06,Apparel,875284.8853040233,648644.4089333611,1079845.660323983
2024-01-07,Apparel,882458.3757881448,674357.0432468018,1085605.5760017838
2024-01-08,Apparel,461548.15402079065,245891.98520045268,672677.8599338686
2024-01-09,Apparel,473864.05482200655,251773.381420796,688956.405123334
2024-01-10,Apparel,461285.9543830411,245088.00005658198,679794.6192121346
2024-01-11,Apparel,462327.3240469622,242433.47761062934,664216.6857157929
2024-01-12,Apparel,460485.0297143363,247474.262069237,690841.6014436542
2024-01-13,Apparel,864535.6367446218,658631.4893278176,1076525.3954390716
2024-01-14,Apparel,876430.9943095156,663238.0435065089,1085547.2388662754
2024-01-15,Apparel,460857.0676438921,240994.59452276386,680893.2871785302
2024-01-16,Apparel,478957.5831315675,267994.13360506826,690344.6723131587
2024-01-17,Apparel,472369.74266653904,253758.04378606722,679816.165693928
2024-01-18,Apparel,479371.41204729764,274538.8866388447,700735.6982793311
