product_id,product_name,category,unit_price,unit_cost,margin_pct,seasonality_type,supplier_id
83,GROC-Collection-83,Grocery,64.3,58.38,0.092,low,10
84,GROC-Store-84,Grocery,111.95,102.32,0.086,low,1
85,GROC-Science-85,Grocery,237.05,212.16,0.105,low,14
86,ELEC-Box-86,Electronics,9615.33,8076.88,0.16,high_festive,13
87,ELEC-Idea-87,Electronics,8582.3,7629.66,0.111,high_festive,15
88,ELEC-Turn-88,Electronics,15995.19,14235.72,0.11,high_festive,11
89,ELEC-American-89,Electronics,23085.11,20615.0,0.107,high_festive,4
90,ELEC-Town-90,Electronics,20310.07,16451.16,0.19,high_festive,20
91,ELEC-Many-91,Electronics,5866.25,5021.51,0.144,high_festive,22
92,ELEC-Doctor-92,Electronics,6514.02,5269.84,0.191,high_festive,14
93,ELEC-Decision-93,Electronics,11993.34,9714.61,0.19,high_festive,14
94,ELEC-Technology-94,Electronics,4375.29,3867.76,0.116,high_festive,3
95,ELEC-Why-95,Electronics,22464.01,18847.3,0.161,high_festive,15
96,ELEC-Magazine-96,Electronics,1537.43,1223.79,0.204,high_festive,6
97,ELEC-Hard-97,Electronics,13689.34,11923.42,0.129,high_festive,25
98,ELEC-Focus-98,Electronics,18645.21,16370.49,0.122,high_festive,7
99,ELEC-Tend-99,Electronics,8594.32,7520.03,0.125,high_festive,12
100,ELEC-Stuff-100,Electronics,6443.84,5535.26,0.141,high_festive,25
101,ELEC-Try-101,Electronics,17234.28,13873.6,0.195,high_festive,13
102,ELEC-Drive-102,Electronics,12405.89,10296.89,0.17,high_festive,22
103,ELEC-Dog-103,Electronics,15001.56,12166.27,0.189,high_festive,17
104,ELEC-Agent-104,Electronics,14459.9,12363.21,0.145,high_festive,5
105,ELEC-Receive-105,Electronics,9586.59,7880.18,0.178,high_festive,2
106,ELEC-Data-106,Electronics,6713.35,5639.21,0.16,high_festive,6
107,ELEC-Inside-107,Electronics,15459.75,13480.9,0.128,high_festive,22
108,ELEC-Get-108,Electronics,6253.05,5352.61,0.144,high_festive,16
109,ELEC-Family-109,Electronics,4688.49,4116.49,0.122,high_festive,24
110,ELEC-Treatment-110,Electronics,22501.72,20026.53,0.11,high_festive,19
111,ELEC-Available-111,Electronics,1241.47,1013.04,0.184,high_festive,24
112,ELEC-Spring-112,Electronics,3511.34,2991.66,0.148,high_festive,11
113,ELEC-Family-113,Electronics,21745.27,17439.71,0.198,high_festive,17
114,ELEC-Have-114,Electronics,12676.12,10305.69,0.187,high_festive,25
115,ELEC-Put-115,Electronics,18186.67,15204.06,0.164,high_festive,19
116,ELEC-Mr-116,Electronics,21093.7,18456.99,0.125,high_festive,22
117,ELEC-Instead-117,Electronics,18005.05,15772.42,0.124,high_festive,20
118,ELEC-Respond-118,Electronics,6666.32,5906.36,0.114,high_festive,14
119,ELEC-Threat-119,Electronics,7784.86,6461.43,0.17,high_festive,11
120,ELEC-Not-120,Electronics,23354.75,20131.79,0.138,high_festive,3
121,ELEC-Glass-121,Electronics,2054.13,1766.55,0.14,high_festive,10
122,ELEC-Wrong-122,Electronics,14076.2,11739.55,0.166,high_festive,2
123,ELEC-Ahead-123,Electronics,8600.96,6906.57,0.197,high_festive,1
124,ELEC-Business-124,Electronics,4159.56,3743.6,0.1,high_festive,9
125,ELEC-Understand-125,Electronics,15214.46,12825.79,0.157,high_festive,23
126,ELEC-Every-126,Electronics,20021.8,17759.34,0.113,high_festive,5
127,ELEC-Could-127,Electronics,20900.99,16386.38,0.216,high_festive,14
128,ELEC-Partner-128,Electronics,23377.1,18257.52,0.219,high_festive,2
129,ELEC-Evidence-129,Electronics,5185.84,4625.77,0.108,high_festive,8
130,ELEC-American-130,Electronics,18262.64,16326.8,0.106,high_festive,8
131,ELEC-Boy-131,Electronics,20836.17,16877.3,0.19,high_festive,3
132,ELEC-Pick-132,Electronics,4775.23,3829.73,0.198,high_festive,14
133,ELEC-Leader-133,Electronics,13458.18,11533.66,0.143,high_festive,13
134,ELEC-Hair-134,Electronics,15037.02,12300.28,0.182,high_festive,8
135,ELEC-Shoulder-135,Electronics,11427.06,9770.14,0.145,high_festive,19
136,ELEC-Stop-136,Electronics,15903.26,13279.22,0.165,high_festive,15
137,ELEC-Former-137,Electronics,14775.17,12662.32,0.143,high_festive,15
138,ELEC-Least-138,Electronics,10090.17,8425.29,0.165,high_festive,8
139,ELEC-Police-139,Electronics,6342.41,5295.91,0.165,high_festive,6
140,ELEC-Much-140,Electronics,23543.94,19423.75,0.175,high_festive,8
141,ELEC-Business-141,Electronics,17587.97,15477.41,0.12,high_festive,15
142,ELEC-Image-142,Electronics,15805.76,13213.62,0.164,high_festive,7
143,ELEC-We-143,Electronics,14670.25,11442.8,0.22,high_festive,25
144,ELEC-Part-144,Electronics,8343.67,7258.99,0.13,high_festive,23
145,ELEC-Customer-145,Electronics,4263.7,3730.74,0.125,high_festive,2
146,ELEC-Environmental-146,Electronics,19251.5,15304.94,0.205,high_festive,1
147,ELEC-Another-147,Electronics,3290.57,2750.92,0.164,high_festive,15
148,ELEC-Section-148,Electronics,21284.15,18836.47,0.115,high_festive,24
149,ELEC-Least-149,Electronics,12955.38,10817.74,0.165,high_festive,15
150,ELEC-Ability-150,Electronics,10696.72,8632.25,0.193,high_festive,19
151,ELEC-Nature-151,Electronics,17593.55,14690.61,0.165,high_festive,11
152,ELEC-Wish-152,Electronics,15296.51,12252.5,0.199,high_festive,10
153,ELEC-Sure-153,Electronics,9089.09,7934.78,0.127,high_festive,23
154,ELEC-Nothing-154,Electronics,11980.54,9416.7,0.214,high_festive,12
155,ELEC-Right-155,Electronics,22866.83,20191.41,0.117,high_festive,18
156,ELEC-Serve-156,Electronics,15597.19,14006.28,0.102,high_festive,11
157,ELEC-Yard-157,Electronics,23357.26,19433.24,0.168,high_festive,4
158,ELEC-Site-158,Electronics,19920.05,17868.28,0.103,high_festive,10
159,ELEC-Since-159,Electronics,19464.17,16641.87,0.145,high_festive,9
160,ELEC-Religious-160,Electronics,11063.96,8983.94,0.188,high_festive,8
161,ELEC-Debate-161,Electronics,21138.64,16720.66,0.209,high_festive,1
162,ELEC-Himself-162,Electronics,3540.36,2768.56,0.218,high_festive,14
163,ELEC-Lawyer-163,Electronics,5308.97,4247.18,0.2,high_festive,1
164,ELEC-Available-164,Electronics,21851.49,18311.55,0.162,high_festive,8
165,ELEC-Red-165,Electronics,15511.04,13246.43,0.146,high_festive,21
166,ELEC-Wife-166,Electronics,8911.77,7165.06,0.196,high_festive,21
167,ELEC-Give-167,Electronics,15410.06,13653.31,0.114,high_festive,20
168,ELEC-Price-168,Electronics,13804.97,10905.93,0.21,high_festive,2
169,ELEC-Former-169,Electronics,12069.94,10162.89,0.158,high_festive,17
170,ELEC-Record-170,Electronics,15007.05,13446.32,0.104,high_festive,19
171,APPA-Thus-171,Apparel,970.21,615.11,0.366,high_seasonal,20
172,APPA-Capital-172,Apparel,1431.1,811.43,0.433,high_seasonal,17
173,APPA-Service-173,Apparel,2407.34,1670.69,0.306,high_seasonal,18
174,APPA-We-174,Apparel,2091.55,1493.37,0.286,high_seasonal,20
175,APPA-First-175,Apparel,1539.27,983.59,0.361,high_seasonal,22
176,APPA-Movement-176,Apparel,530.44,292.27,0.449,high_seasonal,17
177,APPA-For-177,Apparel,1108.91,762.93,0.312,high_seasonal,23
178,APPA-Reflect-178,Apparel,1452.33,856.87,0.41,high_seasonal,17
179,APPA-Issue-179,Apparel,398.68,261.53,0.344,high_seasonal,8
180,APPA-General-180,Apparel,1886.12,1303.31,0.309,high_seasonal,19
181,APPA-Interesting-181,Apparel,1523.88,982.9,0.355,high_seasonal,17
182,APPA-Same-182,Apparel,1382.06,881.75,0.362,high_seasonal,4
183,APPA-Find-183,Apparel,791.21,457.32,0.422,high_seasonal,7
184,APPA-Once-184,Apparel,2333.76,1624.3,0.304,high_seasonal,19
185,APPA-Care-185,Apparel,2038.8,1361.92,0.332,high_seasonal,23
186,APPA-Dark-186,Apparel,2943.11,1712.89,0.418,high_seasonal,7
187,APPA-Kitchen-187,Apparel,2079.09,1548.92,0.255,high_seasonal,23
188,APPA-Red-188,Apparel,985.5,700.69,0.289,high_seasonal,8
189,APPA-Yard-189,Apparel,581.09,342.84,0.41,high_seasonal,3
190,APPA-Hundred-190,Apparel,2696.14,1722.83,0.361,high_seasonal,8
191,APPA-Research-191,Apparel,568.49,398.51,0.299,high_seasonal,14
192,APPA-Smile-192,Apparel,1928.63,1135.96,0.411,high_seasonal,16
193,APPA-Weight-193,Apparel,1372.4,845.4,0.384,high_seasonal,21
194,APPA-Contain-194,Apparel,1397.26,957.12,0.315,high_seasonal,18
195,APPA-Power-195,Apparel,335.11,245.64,0.267,high_seasonal,23
196,APPA-Outside-196,Apparel,2589.95,1877.71,0.275,high_seasonal,19
197,APPA-Fish-197,Apparel,1874.21,1248.22,0.334,high_seasonal,2
198,APPA-Into-198,Apparel,2758.68,1724.17,0.375,high_seasonal,11
199,APPA-Official-199,Apparel,1000.44,674.3,0.326,high_seasonal,23
200,APPA-These-200,Apparel,392.42,229.17,0.416,high_seasonal,5
201,APPA-A-201,Apparel,1405.41,899.46,0.36,high_seasonal,2
202,APPA-Fly-202,Apparel,2624.88,1853.17,0.294,high_seasonal,22
203,APPA-Few-203,Apparel,2405.35,1748.69,0.273,high_seasonal,24
204,APPA-Develop-204,Apparel,2960.49,1942.08,0.344,high_seasonal,17
205,APPA-Law-205,Apparel,1608.9,1042.57,0.352,high_seasonal,9
206,APPA-Stock-206,Apparel,1762.41,1097.98,0.377,high_seasonal,7
207,APPA-Particularly-207,Apparel,888.66,551.86,0.379,high_seasonal,14
208,APPA-Policy-208,Apparel,2957.89,1907.84,0.355,high_seasonal,13
209,APPA-Real-209,Apparel,2166.3,1327.94,0.387,high_seasonal,6
210,APPA-Fund-210,Apparel,2768.61,2010.01,0.274,high_seasonal,4
211,APPA-Make-211,Apparel,1644.85,1212.25,0.263,high_seasonal,5
212,APPA-Letter-212,Apparel,2058.84,1202.36,0.416,high_seasonal,23
213,APPA-Letter-213,Apparel,587.76,424.36,0.278,high_seasonal,25
214,APPA-Republican-214,Apparel,1019.55,615.81,0.396,high_seasonal,2
215,APPA-Different-215,Apparel,1921.4,1185.5,0.383,high_seasonal,7
216,APPA-Much-216,Apparel,1847.89,1075.47,0.418,high_seasonal,21
217,APPA-Material-217,Apparel,1334.47,862.07,0.354,high_seasonal,2
218,APPA-Student-218,Apparel,748.97,450.88,0.398,high_seasonal,19
219,APPA-Wear-219,Apparel,543.91,324.17,0.404,high_seasonal,21
220,APPA-Style-220,Apparel,2560.11,1697.35,0.337,high_seasonal,4
221,APPA-Simply-221,Apparel,2241.42,1548.82,0.309,high_seasonal,3
222,APPA-Condition-222,Apparel,2863.13,1921.16,0.329,high_seasonal,24
223,APPA-Reason-223,Apparel,2829.44,1706.15,0.397,high_seasonal,1
224,APPA-Become-224,Apparel,1028.76,660.46,0.358,high_seasonal,19
225,APPA-Federal-225,Apparel,1906.71,1410.97,0.26,high_seasonal,13
226,APPA-Myself-226,Apparel,717.61,448.51,0.375,high_seasonal,2
227,APPA-Record-227,Apparel,587.82,432.05,0.265,high_seasonal,17
228,APPA-Property-228,Apparel,1414.54,861.45,0.391,high_seasonal,8
229,APPA-President-229,Apparel,1474.03,1033.3,0.299,high_seasonal,3
230,APPA-Government-230,Apparel,509.97,382.48,0.25,high_seasonal,19
231,APPA-Better-231,Apparel,1034.79,653.99,0.368,high_seasonal,19
232,APPA-Tell-232,Apparel,1149.41,677.0,0.411,high_seasonal,17
233,APPA-Society-233,Apparel,669.41,374.87,0.44,high_seasonal,23
234,APPA-Easy-234,Apparel,1707.51,1251.6,0.267,high_seasonal,16
235,APPA-Remember-235,Apparel,2656.95,1604.8,0.396,high_seasonal,21
236,APPA-Force-236,Apparel,2349.4,1421.39,0.395,high_seasonal,16
237,APPA-Down-237,Apparel,2592.83,1814.98,0.3,high_seasonal,25
238,APPA-Sure-238,Apparel,2046.0,1250.11,0.389,high_seasonal,9
239,APPA-Decide-239,Apparel,2848.96,2113.93,0.258,high_seasonal,10
240,APPA-Choice-240,Apparel,1888.31,1038.57,0.45,high_seasonal,21
241,APPA-Ago-241,Apparel,1577.67,1083.86,0.313,high_seasonal,15
242,APPA-Any-242,Apparel,2183.03,1508.47,0.309,high_seasonal,16
243,APPA-Election-243,Apparel,611.26,407.1,0.334,high_seasonal,18
244,APPA-May-244,Apparel,2311.67,1708.32,0.261,high_seasonal,3
245,APPA-Popular-245,Apparel,1161.57,678.36,0.416,high_seasonal,17
246,APPA-To-246,Apparel,2055.45,1391.54,0.323,high_seasonal,12
247,APPA-Special-247,Apparel,625.53,459.76,0.265,high_seasonal,5
248,APPA-Baby-248,Apparel,1731.72,1146.4,0.338,high_seasonal,23
249,APPA-Lose-249,Apparel,476.46,327.33,0.313,high_seasonal,17
250,APPA-Join-250,Apparel,1753.68,1083.77,0.382,high_seasonal,13
251,APPA-Various-251,Apparel,1989.91,1140.22,0.427,high_seasonal,10
252,APPA-Professional-252,Apparel,2667.0,1776.22,0.334,high_seasonal,3
253,APPA-Parent-253,Apparel,2649.27,1976.36,0.254,high_seasonal,23
254,APPA-Day-254,Apparel,800.78,538.92,0.327,high_seasonal,3
255,APPA-Serious-255,Apparel,489.08,365.83,0.252,high_seasonal,17
256,HOME-Same-256,Home & Kitchen,2129.27,1656.57,0.222,medium,25
257,HOME-If-257,Home & Kitchen,2987.63,2416.99,0.191,medium,25
258,HOME-Miss-258,Home & Kitchen,3887.71,3059.63,0.213,medium,7
259,HOME-Instead-259,Home & Kitchen,2708.09,2003.99,0.26,medium,17
260,HOME-Either-260,Home & Kitchen,730.28,582.03,0.203,medium,18
261,HOME-Choose-261,Home & Kitchen,1622.28,1322.16,0.185,medium,25
262,HOME-Reality-262,Home & Kitchen,1530.88,1091.52,0.287,medium,15
263,HOME-Rise-263,Home & Kitchen,2253.31,1784.62,0.208,medium,24
264,HOME-Accept-264,Home & Kitchen,797.3,563.69,0.293,medium,5
265,HOME-Walk-265,Home & Kitchen,3974.46,3326.62,0.163,medium,6
266,HOME-Social-266,Home & Kitchen,4915.19,3524.19,0.283,medium,24
267,HOME-Traditional-267,Home & Kitchen,2443.53,1852.2,0.242,medium,25
268,HOME-Speech-268,Home & Kitchen,3768.09,3165.2,0.16,medium,8
269,HOME-Value-269,Home & Kitchen,4725.11,3558.01,0.247,medium,21
270,HOME-Both-270,Home & Kitchen,4187.08,3483.65,0.168,medium,11
271,HOME-Start-271,Home & Kitchen,1047.33,855.67,0.183,medium,17
272,HOME-Large-272,Home & Kitchen,4794.9,3481.1,0.274,medium,5
273,HOME-Discuss-273,Home & Kitchen,477.64,336.74,0.295,medium,17
274,HOME-Control-274,Home & Kitchen,2687.65,2042.61,0.24,medium,17
275,HOME-Summer-275,Home & Kitchen,1034.7,818.45,0.209,medium,18
276,HOME-Safe-276,Home & Kitchen,2557.69,1792.94,0.299,medium,3
277,HOME-National-277,Home & Kitchen,4116.0,3358.66,0.184,medium,24
278,HOME-Majority-278,Home & Kitchen,3789.78,3202.36,0.155,medium,4
279,HOME-Apply-279,Home & Kitchen,2984.41,2494.97,0.164,medium,9
280,HOME-Onto-280,Home & Kitchen,2077.61,1680.79,0.191,medium,9
281,HOME-Enjoy-281,Home & Kitchen,413.01,298.19,0.278,medium,10
282,HOME-Whose-282,Home & Kitchen,4085.68,3072.43,0.248,medium,5
283,HOME-Thus-283,Home & Kitchen,3729.02,3013.05,0.192,medium,15
284,HOME-Campaign-284,Home & Kitchen,224.39,167.39,0.254,medium,16
285,HOME-Loss-285,Home & Kitchen,2580.2,2162.21,0.162,medium,16
286,HOME-Cell-286,Home & Kitchen,3479.64,2919.42,0.161,medium,17
287,HOME-Suddenly-287,Home & Kitchen,495.28,355.61,0.282,medium,19
288,HOME-Majority-288,Home & Kitchen,4158.47,3318.46,0.202,medium,2
289,HOME-Region-289,Home & Kitchen,2810.14,2023.3,0.28,medium,1
290,HOME-Nice-290,Home & Kitchen,4417.42,3224.72,0.27,medium,8
291,HOME-Operation-291,Home & Kitchen,1377.37,1137.71,0.174,medium,16
292,HOME-Physical-292,Home & Kitchen,3600.14,2606.5,0.276,medium,25
293,HOME-Free-293,Home & Kitchen,4664.43,3890.13,0.166,medium,6
294,HOME-Someone-294,Home & Kitchen,1108.26,795.73,0.282,medium,13
295,HOME-Vote-295,Home & Kitchen,4384.85,3709.58,0.154,medium,23
296,HOME-Level-296,Home & Kitchen,224.7,163.36,0.273,medium,21
297,HOME-Position-297,Home & Kitchen,3768.84,3113.06,0.174,medium,4
298,HOME-Teacher-298,Home & Kitchen,2869.67,2114.95,0.263,medium,12
299,HOME-Serve-299,Home & Kitchen,230.65,186.13,0.193,medium,14
300,HOME-Wait-300,Home & Kitchen,1766.88,1353.43,0.234,medium,8
301,HOME-Mother-301,Home & Kitchen,1447.06,1092.53,0.245,medium,24
302,HOME-Last-302,Home & Kitchen,4129.66,3431.75,0.169,medium,19
303,HOME-Then-303,Home & Kitchen,3852.93,2962.9,0.231,medium,2
304,HOME-What-304,Home & Kitchen,1840.99,1389.95,0.245,medium,5
305,HOME-Official-305,Home & Kitchen,692.05,490.66,0.291,medium,4
306,HOME-Like-306,Home & Kitchen,525.62,423.12,0.195,medium,17
307,HOME-Watch-307,Home & Kitchen,3900.72,2902.14,0.256,medium,22
308,HOME-Cold-308,Home & Kitchen,1860.24,1408.2,0.243,medium,18
309,HOME-Six-309,Home & Kitchen,4383.38,3085.9,0.296,medium,12
310,HOME-Training-310,Home & Kitchen,3798.33,3152.61,0.17,medium,12
311,HOME-May-311,Home & Kitchen,318.02,269.36,0.153,medium,6
312,HOME-Listen-312,Home & Kitchen,1984.8,1442.95,0.273,medium,11
313,HOME-Event-313,Home & Kitchen,3479.82,2724.7,0.217,medium,14
314,HOME-Society-314,Home & Kitchen,2448.99,1733.88,0.292,medium,3
315,HOME-End-315,Home & Kitchen,2366.66,1952.49,0.175,medium,23
316,HOME-Though-316,Home & Kitchen,4164.42,3352.36,0.195,medium,2
317,HOME-Public-317,Home & Kitchen,3909.55,3186.28,0.185,medium,11
318,HOME-Factor-318,Home & Kitchen,1511.65,1068.74,0.293,medium,12
319,HOME-Space-319,Home & Kitchen,350.25,259.19,0.26,medium,15
320,HOME-Star-320,Home & Kitchen,2214.69,1669.88,0.246,medium,6
321,HOME-Near-321,Home & Kitchen,3848.45,3017.18,0.216,medium,1
322,HOME-Memory-322,Home & Kitchen,1739.57,1289.02,0.259,medium,2
323,HOME-Produce-323,Home & Kitchen,1222.9,1033.35,0.155,medium,25
324,HOME-Edge-324,Home & Kitchen,3631.64,2781.84,0.234,medium,12
325,HOME-Face-325,Home & Kitchen,2471.41,1742.34,0.295,medium,14
326,HOME-Less-326,Home & Kitchen,1177.77,984.62,0.164,medium,8
327,HOME-Bank-327,Home & Kitchen,3900.42,2820.0,0.277,medium,20
328,HOME-Sell-328,Home & Kitchen,285.74,208.59,0.27,medium,12
329,HOME-Feeling-329,Home & Kitchen,356.13,253.56,0.288,medium,3
330,HOME-Easy-330,Home & Kitchen,1090.2,851.45,0.219,medium,14
331,HOME-Expert-331,Home & Kitchen,3071.97,2331.63,0.241,medium,20
332,HOME-Government-332,Home & Kitchen,2265.47,1857.69,0.18,medium,25
333,HOME-Front-333,Home & Kitchen,971.96,730.91,0.248,medium,21
334,HOME-Walk-334,Home & Kitchen,1491.17,1088.55,0.27,medium,11
335,HOME-Now-335,Home & Kitchen,4924.89,4077.81,0.172,medium,21
336,HOME-Be-336,Home & Kitchen,547.75,433.27,0.209,medium,14
337,HOME-Certainly-337,Home & Kitchen,4878.56,3619.89,0.258,medium,11
338,HOME-City-338,Home & Kitchen,3535.91,2549.39,0.279,medium,6
339,HOME-During-339,Home & Kitchen,4557.53,3377.13,0.259,medium,19
340,HOME-Identify-340,Home & Kitchen,703.66,572.78,0.186,medium,25
341,PERS-Rule-341,Personal Care,478.18,381.11,0.203,low,22
342,PERS-Claim-342,Personal Care,513.62,356.97,0.305,low,10
343,PERS-Seat-343,Personal Care,631.85,416.39,0.341,low,1
344,PERS-Difficult-344,Personal Care,438.28,344.93,0.213,low,13
345,PERS-Attack-345,Personal Care,111.88,75.63,0.324,low,22
346,PERS-Join-346,Personal Care,291.57,190.4,0.347,low,14
347,PERS-Involve-347,Personal Care,569.9,385.82,0.323,low,10
348,PERS-Give-348,Personal Care,175.61,137.68,0.216,low,11
349,PERS-Occur-349,Personal Care,143.16,95.34,0.334,low,9
350,PERS-Man-350,Personal Care,752.16,595.71,0.208,low,9
351,PERS-Just-351,Personal Care,581.8,389.22,0.331,low,18
352,PERS-Assume-352,Personal Care,518.98,353.94,0.318,low,15
353,PERS-Design-353,Personal Care,661.12,520.96,0.212,low,20
354,PERS-There-354,Personal Care,464.75,329.97,0.29,low,22
355,PERS-Kitchen-355,Personal Care,389.24,273.64,0.297,low,9
356,PERS-Improve-356,Personal Care,173.0,126.98,0.266,low,18
357,PERS-West-357,Personal Care,95.26,72.68,0.237,low,13
358,PERS-Speech-358,Personal Care,409.46,289.9,0.292,low,19
359,PERS-Pattern-359,Personal Care,781.9,585.64,0.251,low,8
360,PERS-Young-360,Personal Care,703.87,517.34,0.265,low,19
361,PERS-Safe-361,Personal Care,171.25,136.49,0.203,low,19
362,PERS-Again-362,Personal Care,221.34,144.09,0.349,low,9
363,PERS-Tough-363,Personal Care,419.96,330.93,0.212,low,19
364,PERS-Up-364,Personal Care,560.17,441.97,0.211,low,15
365,PERS-Southern-365,Personal Care,243.26,177.82,0.269,low,21
366,PERS-Parent-366,Personal Care,595.38,410.22,0.311,low,20
367,PERS-Husband-367,Personal Care,521.57,359.88,0.31,low,20
368,PERS-Me-368,Personal Care,428.63,308.18,0.281,low,19
369,PERS-According-369,Personal Care,484.01,355.26,0.266,low,21
370,PERS-Yes-370,Personal Care,346.64,245.77,0.291,low,15
371,PERS-He-371,Personal Care,725.53,534.72,0.263,low,10
372,PERS-Fire-372,Personal Care,794.1,601.13,0.243,low,12
373,PERS-Some-373,Personal Care,337.89,246.66,0.27,low,21
374,PERS-In-374,Personal Care,599.83,467.87,0.22,low,8
375,PERS-Tonight-375,Personal Care,353.98,251.33,0.29,low,10
376,PERS-Wait-376,Personal Care,228.16,149.22,0.346,low,23
